product_author,product_image_link,product_name,product_price
"by ,Roku,$29.99,FREE Shipping on eligible orders,by ,HP,FREE Shipping on eligible orders,by ,TP-LINK,$79.99,More Buying Choices,FREE Shipping on eligible orders,by ,Samsung,$24.99,More Buying Choices,FREE Shipping on eligible orders,by ,Acer,$349.99,FREE Shipping on eligible orders, and ,by ,HP,$99.99,More Buying Choices,FREE Shipping on eligible orders,by ,Western Digital,$63.99,More Buying Choices,FREE Shipping on eligible orders,by ,Samsung,$199.99,More Buying Choices,FREE Shipping on eligible orders,by ,Acer,More Buying Choices,FREE Shipping on eligible orders, and ,by ,Google,More Buying Choices,FREE Shipping on eligible orders,by ,SanDisk,$14.99,More Buying Choices,FREE Shipping on eligible orders,by ,ARRIS,$199.99,More Buying Choices,FREE Shipping on eligible orders,by ,Roku,$39.99,More Buying Choices,FREE Shipping on eligible orders,by ,Seagate,$69.99,More Buying Choices,FREE Shipping on eligible orders,by ,AmazonBasics,More Buying Choices,FREE Shipping on eligible orders,by ,SanDisk,More Buying Choices,FREE Shipping on eligible orders,by ,NETGEAR,$46.99,More Buying Choices,FREE Shipping on eligible orders, ,by ,Logitech,by ,TP-LINK,$29.99,More Buying Choices,FREE Shipping on eligible orders,by ,Roku,In stock on August 29, 2019,More Buying Choices,FREE Shipping on eligible orders,by ,NETGEAR,More Buying Choices,FREE Shipping on eligible orders, ,by ,Brother,Save more with monthly Subscribe & Save deliveries.,$64.99,FREE Shipping on eligible orders,by ,HP,More Buying Choices,FREE Shipping on eligible orders,by ,HP,FREE Shipping on eligible orders","https://images-na.ssl-images-amazon.com/images/I/41spHispiRL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41VKhjEDICL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/415vAIn9uEL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/416IxcmUpGL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41vMYgD92xL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/31uj+hDnBFL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/31YZ2ZYT66L._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41qR7C253KL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/51I3UjD-Q1L._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/212yuX23jeL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41uqBWGJ1UL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41-cIRNV9ZL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41aHPkLbk+L._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/31jBba7+ySL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41dMaaXZRsL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41YQ9Fyc4NL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41ffko0T3kL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/3121ktgt83L._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/31VQQZdrA+L._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41eaXOUQCEL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/31Gg9LZm9fL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/51KxGXDzVJL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41kI3EBSjQL._AC_US160_.jpg,https://images-na.ssl-images-amazon.com/images/I/41pfRQ72k-L._AC_US160_.jpg","Roku Express | Easy High Definition (HD) Streaming Media Player,HP 63 | 2 Ink Cartridges | Black, Tri-color | F6U61AN, F6U62AN,TP-Link AC1750 Smart WiFi Router - Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa, VPN Server, Parental Control&QoS(Archer A7),Samsung 128GB 100MB/s (U3) MicroSDXC Evo Select Memory Card with Adapter (MB-ME128GA/AM),Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L,HP OfficeJet 3830 All-in-One Wireless Printer, HP Instant Ink & Amazon Dash Replenishment ready (K7V40A),Western Digital 2TB Elements Portable External Hard Drive - USB 3.0 - WDBU6Y0020BBK-WESN,Samsung SSD 860 EVO 1TB 2.5 Inch SATA III Internal SSD (MZ-76E1T0B/AM),Acer SB220Q bi 21.5"" Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA port),Google WiFi system, 3-Pack - Router replacement for whole home coverage (NLS-1304-25),SanDisk 32GB Ultra microSDHC UHS-I Memory Card with Adapter - 98MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUAR-032G-GN6MA,ARRIS SURFboard Docsis 3.1 Gigabit Speed Cable Modem, Approved for Cox, Spectrum and Xfinity, (SB8200 Frustration Free),Roku Premiere | HD/4K/HDR Streaming Media Player with Simple Remote and Premium HDMI Cable,Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC Laptop and Mac (STGX2000400),AmazonBasics Nylon Braided Lightning to USB A Cable, MFi Certified iPhone Charger, Dark Grey, 6 Foot,SanDisk Ultra 32GB Class 10 SDHC UHS-I Memory Card up to 80MB/s (SDSDUNC-032G-GN6IN),NETGEAR WiFi Range Extender EX3700 - Coverage up to 1000 sq.ft. and 15 devices with AC750 Dual Band Wireless Signal Booster & Repeater (up to 750Mbps speed), and Compact Wall Plug Design,Logitech MK345 Wireless Combo – Full-sized Keyboard with Palm Rest and Comfortable Right-Handed Mouse,TP-Link | N300 WiFi Range Extender | Up to 300Mbps | WiFi Extender, Repeater, Wifi Signal Booster, Access Point | Easy Set-Up | External Antennas & Compact Designed Internet Booster (TL-WA855RE),Roku Streaming Stick+ | HD/4K/HDR Streaming Device with Long-range Wireless and Voice Remote with TV Power and Volume,NETGEAR Nighthawk Smart WiFi Router (R6700) - AC1750 Wireless Speed (up to 1750 Mbps) | Up to 1500 sq ft Coverage & 25 Devices | 4 x 1G Ethernet and 1 x 3.0 USB ports | Armor Security,Brother Genuine TN660 High Yield Black Toner Cartridge,HP 62 | 2 Ink Cartridges | Black, Tri-color | C2P04AN, C2P06AN,HP 63XL | Ink Cartridge | Black | F6U64AN","24,45,57,19,319,49,59,139,89,239,8,158,34,59,12,6,29,16,59,89,53,53,39,39"
